OBS_DATE,NZDI_INDICATOR,VAL
2014-05-26,SPI,0
2014-05-27,NZDI,0
2014-05-27,PED,0
2014-05-27,SMD,0
2014-05-27,SMDA,0
2014-05-27,SPI,0
2014-05-28,NZDI,0
2014-05-28,PED,0
2014-05-28,SMD,0
2014-05-28,SMDA,0
2014-05-28,SPI,0
2014-05-29,NZDI,0
2014-05-29,PED,0
2014-05-29,SMD,0
2014-05-29,SMDA,0
2014-05-29,SPI,0
2014-05-30,NZDI,0
2014-05-30,PED,0
2014-05-30,SMD,0
2014-05-30,SMDA,0
2014-05-30,SPI,0
2014-05-31,NZDI,0
2014-05-31,PED,0
2014-05-31,SMD,0
2014-05-31,SMDA,0
2014-05-31,SPI,0
2014-06-01,NZDI,0
2014-06-01,PED,0
2014-06-01,SMD,0
2014-06-01,SMDA,0
2014-06-01,SPI,0
2014-06-02,NZDI,0
2014-06-02,PED,0
2014-06-02,SMD,0
2014-06-02,SMDA,0
2014-06-02,SPI,0
2014-06-03,NZDI,0
2014-06-03,PED,0
2014-06-03,SMD,0
2014-06-03,SMDA,0
2014-06-03,SPI,0
2014-06-04,NZDI,0
2014-06-04,PED,0
2014-06-04,SMD,0
2014-06-04,SMDA,0
2014-06-04,SPI,0
2014-06-05,NZDI,0
2014-06-05,PED,0
2014-06-05,SMD,0
2014-06-05,SMDA,0
2014-06-05,SPI,0
2014-06-06,NZDI,0
2014-06-06,PED,0
2014-06-06,SMD,0.01
2014-06-06,SMDA,0
2014-06-06,SPI,0
2014-06-07,NZDI,0
2014-06-07,PED,0
2014-06-07,SMD,0.01
2014-06-07,SMDA,0
2014-06-07,SPI,0
2014-06-08,NZDI,0
2014-06-08,PED,0
2014-06-08,SMD,0
2014-06-08,SMDA,0
2014-06-08,SPI,0
2014-06-09,NZDI,0
2014-06-09,PED,0
2014-06-09,SMD,0
2014-06-09,SMDA,0
2014-06-09,SPI,0
2014-06-10,NZDI,0
2014-06-10,PED,0
2014-06-10,SMD,0
2014-06-10,SMDA,0
2014-06-10,SPI,0
2014-06-11,NZDI,0
2014-06-11,PED,0
2014-06-11,SMD,0.01
2014-06-11,SMDA,0
2014-06-11,SPI,0
2014-06-12,NZDI,0
2014-06-12,PED,0
2014-06-12,SMD,0
2014-06-12,SMDA,0
2014-06-12,SPI,0
2014-06-13,NZDI,0
2014-06-13,PED,0
2014-06-13,SMD,0
2014-06-13,SMDA,0
2014-06-13,SPI,0
2014-06-14,NZDI,0
2014-06-14,PED,0
2014-06-14,SMD,0
2014-06-14,SMDA,0
2014-06-14,SPI,0
2014-06-15,NZDI,0
2014-06-15,PED,0
2014-06-15,SMD,0
2014-06-15,SMDA,0
2014-06-15,SPI,0
2014-06-16,NZDI,0
2014-06-16,PED,0
2014-06-16,SMD,0
2014-06-16,SMDA,0
2014-06-16,SPI,0.01
2014-06-17,NZDI,0
2014-06-17,PED,0
2014-06-17,SMD,0.01
2014-06-17,SMDA,0
2014-06-17,SPI,0.01
2014-06-18,NZDI,0
2014-06-18,PED,0
2014-06-18,SMD,0
2014-06-18,SMDA,0
2014-06-18,SPI,0.02
2014-06-19,NZDI,0
2014-06-19,PED,0
2014-06-19,SMD,0
2014-06-19,SMDA,0
2014-06-19,SPI,0.02
2014-06-20,NZDI,0.01
2014-06-20,PED,0
2014-06-20,SMD,0
2014-06-20,SMDA,0
2014-06-20,SPI,0.03
2014-06-21,NZDI,0.01
2014-06-21,PED,0
2014-06-21,SMD,0
2014-06-21,SMDA,0
2014-06-21,SPI,0.04
2014-06-22,NZDI,0.01
2014-06-22,PED,0
2014-06-22,SMD,0
2014-06-22,SMDA,0
2014-06-22,SPI,0.04
2014-06-23,NZDI,0.01
2014-06-23,PED,0
2014-06-23,SMD,0
2014-06-23,SMDA,0
2014-06-23,SPI,0.05
2014-06-24,NZDI,0.01
2014-06-24,PED,0
2014-06-24,SMD,0
2014-06-24,SMDA,0
2014-06-24,SPI,0.06
2014-06-25,NZDI,0.01
2014-06-25,PED,0
2014-06-25,SMD,0
2014-06-25,SMDA,0
2014-06-25,SPI,0.07
2014-06-26,NZDI,0.01
2014-06-26,PED,0
2014-06-26,SMD,0
2014-06-26,SMDA,0
2014-06-26,SPI,0.07
2014-06-27,NZDI,0.02
2014-06-27,PED,0
2014-06-27,SMD,0
2014-06-27,SMDA,0
2014-06-27,SPI,0.07
2014-06-28,NZDI,0.02
2014-06-28,PED,0
2014-06-28,SMD,0
2014-06-28,SMDA,0
2014-06-28,SPI,0.09
2014-06-29,NZDI,0.03
2014-06-29,PED,0
2014-06-29,SMD,0
2014-06-29,SMDA,0
2014-06-29,SPI,0.13
2014-06-30,NZDI,0.04
2014-06-30,PED,0
2014-06-30,SMD,0
2014-06-30,SMDA,0
2014-06-30,SPI,0.16
2014-07-01,NZDI,0.05
2014-07-01,PED,0
2014-07-01,SMD,0
2014-07-01,SMDA,0
2014-07-01,SPI,0.2
2014-07-02,NZDI,0.05
2014-07-02,PED,0
2014-07-02,SMD,0
2014-07-02,SMDA,0
2014-07-02,SPI,0.22
2014-07-03,NZDI,0.06
2014-07-03,PED,0
2014-07-03,SMD,0
2014-07-03,SMDA,0
2014-07-03,SPI,0.25
2014-07-04,NZDI,0.07
2014-07-04,PED,0
2014-07-04,SMD,0
2014-07-04,SMDA,0
2014-07-04,SPI,0.28
2014-07-05,NZDI,0.08
2014-07-05,PED,0
2014-07-05,SMD,0
2014-07-05,SMDA,0
2014-07-05,SPI,0.31
2014-07-06,NZDI,0.08
2014-07-06,PED,0
2014-07-06,SMD,0
2014-07-06,SMDA,0
2014-07-06,SPI,0.33
2014-07-07,NZDI,0.09
2014-07-07,PED,0
2014-07-07,SMD,0
2014-07-07,SMDA,0
2014-07-07,SPI,0.36
2014-07-08,NZDI,0.1
2014-07-08,PED,0
2014-07-08,SMD,0
2014-07-08,SMDA,0
2014-07-08,SPI,0.38
2014-07-09,NZDI,0.1
2014-07-09,PED,0
2014-07-09,SMD,0
2014-07-09,SMDA,0
2014-07-09,SPI,0.41
2014-07-10,NZDI,0.11
2014-07-10,PED,0
2014-07-10,SMD,0
2014-07-10,SMDA,0
2014-07-10,SPI,0.44
2014-07-11,NZDI,0.12
2014-07-11,PED,0
2014-07-11,SMD,0
2014-07-11,SMDA,0
2014-07-11,SPI,0.47
2014-07-12,NZDI,0.12
2014-07-12,PED,0
2014-07-12,SMD,0
2014-07-12,SMDA,0
2014-07-12,SPI,0.49
2014-07-13,NZDI,0.13
2014-07-13,PED,0
2014-07-13,SMD,0
2014-07-13,SMDA,0
2014-07-13,SPI,0.53
2014-07-14,NZDI,0.14
2014-07-14,PED,0
2014-07-14,SMD,0
2014-07-14,SMDA,0
2014-07-14,SPI,0.56
2014-07-15,NZDI,0.15
2014-07-15,PED,0
2014-07-15,SMD,0
2014-07-15,SMDA,0
2014-07-15,SPI,0.59
2014-07-16,NZDI,0.15
2014-07-16,PED,0
2014-07-16,SMD,0
2014-07-16,SMDA,0
2014-07-16,SPI,0.61
2014-07-17,NZDI,0.16
2014-07-17,PED,0
2014-07-17,SMD,0
2014-07-17,SMDA,0
2014-07-17,SPI,0.64
2014-07-18,NZDI,0.17
2014-07-18,PED,0
2014-07-18,SMD,0
2014-07-18,SMDA,0
2014-07-18,SPI,0.66
2014-07-19,NZDI,0.17
2014-07-19,PED,0
2014-07-19,SMD,0
2014-07-19,SMDA,0
2014-07-19,SPI,0.68
2014-07-20,NZDI,0.17
2014-07-20,PED,0
2014-07-20,SMD,0
2014-07-20,SMDA,0
2014-07-20,SPI,0.69
2014-07-21,NZDI,0.17
2014-07-21,PED,0
2014-07-21,SMD,0
2014-07-21,SMDA,0
2014-07-21,SPI,0.7
2014-07-22,NZDI,0.17
2014-07-22,PED,0
2014-07-22,SMD,0
2014-07-22,SMDA,0
2014-07-22,SPI,0.7
2014-07-23,NZDI,0.17
2014-07-23,PED,0
2014-07-23,SMD,0
2014-07-23,SMDA,0
2014-07-23,SPI,0.7
2014-07-24,NZDI,0.17
2014-07-24,PED,0
2014-07-24,SMD,0
2014-07-24,SMDA,0
2014-07-24,SPI,0.7
2014-07-25,NZDI,0.17
2014-07-25,PED,0
2014-07-25,SMD,0
2014-07-25,SMDA,0
2014-07-25,SPI,0.7
2014-07-26,NZDI,0.16
2014-07-26,PED,0
2014-07-26,SMD,0
2014-07-26,SMDA,0
2014-07-26,SPI,0.63
2014-07-27,NZDI,0.16
2014-07-27,PED,0
2014-07-27,SMD,0
2014-07-27,SMDA,0
2014-07-27,SPI,0.63
2014-07-28,NZDI,0.15
2014-07-28,PED,0
2014-07-28,SMD,0
2014-07-28,SMDA,0
2014-07-28,SPI,0.62
2014-07-29,NZDI,0.15
2014-07-29,PED,0
2014-07-29,SMD,0
2014-07-29,SMDA,0
2014-07-29,SPI,0.6
2014-07-30,NZDI,0.14
2014-07-30,PED,0
2014-07-30,SMD,0
2014-07-30,SMDA,0
2014-07-30,SPI,0.58
2014-07-31,NZDI,0.14
2014-07-31,PED,0
2014-07-31,SMD,0
2014-07-31,SMDA,0
2014-07-31,SPI,0.56
2014-08-01,NZDI,0.13
2014-08-01,PED,0
2014-08-01,SMD,0
2014-08-01,SMDA,0
2014-08-01,SPI,0.54
2014-08-02,NZDI,0.13
2014-08-02,PED,0
2014-08-02,SMD,0
2014-08-02,SMDA,0
2014-08-02,SPI,0.53
2014-08-03,NZDI,0.13
2014-08-03,PED,0
2014-08-03,SMD,0
2014-08-03,SMDA,0
2014-08-03,SPI,0.51
2014-08-04,NZDI,0.12
2014-08-04,PED,0
2014-08-04,SMD,0
2014-08-04,SMDA,0
2014-08-04,SPI,0.5
2014-08-05,NZDI,0.12
2014-08-05,PED,0
2014-08-05,SMD,0
2014-08-05,SMDA,0
2014-08-05,SPI,0.48
2014-08-06,NZDI,0.12
2014-08-06,PED,0
2014-08-06,SMD,0
2014-08-06,SMDA,0
2014-08-06,SPI,0.47
2014-08-07,NZDI,0.11
2014-08-07,PED,0
2014-08-07,SMD,0
2014-08-07,SMDA,0
2014-08-07,SPI,0.44
2014-08-08,NZDI,0.11
2014-08-08,PED,0
2014-08-08,SMD,0
2014-08-08,SMDA,0
2014-08-08,SPI,0.43
2014-08-09,NZDI,0.11
2014-08-09,PED,0
2014-08-09,SMD,0
2014-08-09,SMDA,0
2014-08-09,SPI,0.46
2014-08-10,NZDI,0.1
2014-08-10,PED,0
2014-08-10,SMD,0
2014-08-10,SMDA,0
2014-08-10,SPI,0.41
2014-08-11,NZDI,0.1
2014-08-11,PED,0
2014-08-11,SMD,0
2014-08-11,SMDA,0
2014-08-11,SPI,0.4
2014-08-12,NZDI,0.11
2014-08-12,PED,0
2014-08-12,SMD,0
2014-08-12,SMDA,0
2014-08-12,SPI,0.43
2014-08-13,NZDI,0.09
2014-08-13,PED,0
2014-08-13,SMD,0
2014-08-13,SMDA,0
2014-08-13,SPI,0.37
2014-08-14,NZDI,0.09
2014-08-14,PED,0
2014-08-14,SMD,0
2014-08-14,SMDA,0
2014-08-14,SPI,0.36
2014-08-15,NZDI,0.09
2014-08-15,PED,0
2014-08-15,SMD,0
2014-08-15,SMDA,0
2014-08-15,SPI,0.35
2014-08-16,NZDI,0.09
2014-08-16,PED,0
2014-08-16,SMD,0
2014-08-16,SMDA,0
2014-08-16,SPI,0.34
2014-08-17,NZDI,0.09
2014-08-17,PED,0
2014-08-17,SMD,0
2014-08-17,SMDA,0
2014-08-17,SPI,0.34
2014-08-18,NZDI,0.09
2014-08-18,PED,0
2014-08-18,SMD,0
2014-08-18,SMDA,0
2014-08-18,SPI,0.34
2014-08-19,NZDI,0.09
2014-08-19,PED,0
2014-08-19,SMD,0
2014-08-19,SMDA,0
2014-08-19,SPI,0.34
2014-08-20,NZDI,0.09
2014-08-20,PED,0
2014-08-20,SMD,0.01
2014-08-20,SMDA,0
2014-08-20,SPI,0.37
2014-08-21,NZDI,0.1
2014-08-21,PED,0
2014-08-21,SMD,0.01
2014-08-21,SMDA,0
2014-08-21,SPI,0.37
2014-08-22,NZDI,0.1
2014-08-22,PED,0
2014-08-22,SMD,0.01
2014-08-22,SMDA,0
2014-08-22,SPI,0.39
2014-08-23,NZDI,0.1
2014-08-23,PED,0
2014-08-23,SMD,0.01
2014-08-23,SMDA,0
2014-08-23,SPI,0.41
2014-08-24,NZDI,0.11
2014-08-24,PED,0
2014-08-24,SMD,0.01
2014-08-24,SMDA,0
2014-08-24,SPI,0.41
2014-08-25,NZDI,0.11
2014-08-25,PED,0
2014-08-25,SMD,0.01
2014-08-25,SMDA,0
2014-08-25,SPI,0.43
2014-08-26,NZDI,0.11
2014-08-26,PED,0
2014-08-26,SMD,0.01
2014-08-26,SMDA,0
2014-08-26,SPI,0.44
2014-08-27,NZDI,0.11
2014-08-27,PED,0
2014-08-27,SMD,0.02
2014-08-27,SMDA,0
2014-08-27,SPI,0.44
2014-08-28,NZDI,0.12
2014-08-28,PED,0
2014-08-28,SMD,0.02
2014-08-28,SMDA,0
2014-08-28,SPI,0.45
2014-08-29,NZDI,0.12
2014-08-29,PED,0
2014-08-29,SMD,0.02
2014-08-29,SMDA,0
2014-08-29,SPI,0.45
2014-08-30,NZDI,0.13
2014-08-30,PED,0
2014-08-30,SMD,0.02
2014-08-30,SMDA,0
2014-08-30,SPI,0.5
2014-08-31,NZDI,0.13
2014-08-31,PED,0
2014-08-31,SMD,0.02
2014-08-31,SMDA,0
2014-08-31,SPI,0.51
2014-09-01,NZDI,0.14
2014-09-01,PED,0
2014-09-01,SMD,0.02
2014-09-01,SMDA,0.01
2014-09-01,SPI,0.52
2014-09-02,NZDI,0.14
2014-09-02,PED,0
2014-09-02,SMD,0.02
2014-09-02,SMDA,0.01
2014-09-02,SPI,0.53
2014-09-03,NZDI,0.15
2014-09-03,PED,0
2014-09-03,SMD,0.02
2014-09-03,SMDA,0.02
2014-09-03,SPI,0.55
2014-09-04,NZDI,0.16
2014-09-04,PED,0
2014-09-04,SMD,0.03
2014-09-04,SMDA,0.03
2014-09-04,SPI,0.56
2014-09-05,NZDI,0.16
2014-09-05,PED,0
2014-09-05,SMD,0.03
2014-09-05,SMDA,0.04
2014-09-05,SPI,0.58
2014-09-06,NZDI,0.17
2014-09-06,PED,0
2014-09-06,SMD,0.04
2014-09-06,SMDA,0.05
2014-09-06,SPI,0.59
2014-09-07,NZDI,0.17
2014-09-07,PED,0
2014-09-07,SMD,0.04
2014-09-07,SMDA,0.05
2014-09-07,SPI,0.6
2014-09-08,NZDI,0.18
2014-09-08,PED,0
2014-09-08,SMD,0.05
2014-09-08,SMDA,0.06
2014-09-08,SPI,0.62
2014-09-09,NZDI,0.19
2014-09-09,PED,0
2014-09-09,SMD,0.05
2014-09-09,SMDA,0.07
2014-09-09,SPI,0.62
2014-09-10,NZDI,0.21
2014-09-10,PED,0
2014-09-10,SMD,0.06
2014-09-10,SMDA,0.16
2014-09-10,SPI,0.63
2014-09-11,NZDI,0.22
2014-09-11,PED,0
2014-09-11,SMD,0.06
2014-09-11,SMDA,0.19
2014-09-11,SPI,0.64
2014-09-12,NZDI,0.23
2014-09-12,PED,0
2014-09-12,SMD,0.07
2014-09-12,SMDA,0.21
2014-09-12,SPI,0.64
2014-09-13,NZDI,0.24
2014-09-13,PED,0
2014-09-13,SMD,0.07
2014-09-13,SMDA,0.25
2014-09-13,SPI,0.65
2014-09-14,NZDI,0.25
2014-09-14,PED,0
2014-09-14,SMD,0.08
2014-09-14,SMDA,0.28
2014-09-14,SPI,0.65
2014-09-15,NZDI,0.26
2014-09-15,PED,0
2014-09-15,SMD,0.08
2014-09-15,SMDA,0.3
2014-09-15,SPI,0.65
2014-09-16,NZDI,0.26
2014-09-16,PED,0
2014-09-16,SMD,0.09
2014-09-16,SMDA,0.3
2014-09-16,SPI,0.65
2014-09-17,NZDI,0.26
2014-09-17,PED,0
2014-09-17,SMD,0.09
2014-09-17,SMDA,0.3
2014-09-17,SPI,0.65
2014-09-18,NZDI,0.26
2014-09-18,PED,0
2014-09-18,SMD,0.1
2014-09-18,SMDA,0.3
2014-09-18,SPI,0.65
2014-09-19,NZDI,0.26
2014-09-19,PED,0
2014-09-19,SMD,0.1
2014-09-19,SMDA,0.3
2014-09-19,SPI,0.65
2014-09-20,NZDI,0.27
2014-09-20,PED,0
2014-09-20,SMD,0.11
2014-09-20,SMDA,0.3
2014-09-20,SPI,0.66
2014-09-21,NZDI,0.27
2014-09-21,PED,0
2014-09-21,SMD,0.11
2014-09-21,SMDA,0.3
2014-09-21,SPI,0.68
2014-09-22,NZDI,0.28
2014-09-22,PED,0
2014-09-22,SMD,0.12
2014-09-22,SMDA,0.3
2014-09-22,SPI,0.69
2014-09-23,NZDI,0.28
2014-09-23,PED,0
2014-09-23,SMD,0.12
2014-09-23,SMDA,0.3
2014-09-23,SPI,0.7
2014-09-24,NZDI,0.29
2014-09-24,PED,0
2014-09-24,SMD,0.13
2014-09-24,SMDA,0.31
2014-09-24,SPI,0.72
2014-09-25,NZDI,0.29
2014-09-25,PED,0
2014-09-25,SMD,0.13
2014-09-25,SMDA,0.32
2014-09-25,SPI,0.73
2014-09-26,NZDI,0.3
2014-09-26,PED,0
2014-09-26,SMD,0.14
2014-09-26,SMDA,0.32
2014-09-26,SPI,0.74
2014-09-27,NZDI,0.3
2014-09-27,PED,0
2014-09-27,SMD,0.15
2014-09-27,SMDA,0.32
2014-09-27,SPI,0.75
2014-09-28,NZDI,0.31
2014-09-28,PED,0
2014-09-28,SMD,0.15
2014-09-28,SMDA,0.33
2014-09-28,SPI,0.76
2014-09-29,NZDI,0.32
2014-09-29,PED,0
2014-09-29,SMD,0.16
2014-09-29,SMDA,0.34
2014-09-29,SPI,0.79
2014-09-30,NZDI,0.33
2014-09-30,PED,0
2014-09-30,SMD,0.16
2014-09-30,SMDA,0.36
2014-09-30,SPI,0.8
2014-10-01,NZDI,0.34
2014-10-01,PED,0
2014-10-01,SMD,0.17
2014-10-01,SMDA,0.38
2014-10-01,SPI,0.81
2014-10-02,NZDI,0.34
2014-10-02,PED,0
2014-10-02,SMD,0.17
2014-10-02,SMDA,0.39
2014-10-02,SPI,0.82
2014-10-03,NZDI,0.35
2014-10-03,PED,0
2014-10-03,SMD,0.18
2014-10-03,SMDA,0.4
2014-10-03,SPI,0.82
2014-10-04,NZDI,0.36
2014-10-04,PED,0
2014-10-04,SMD,0.19
2014-10-04,SMDA,0.4
2014-10-04,SPI,0.83
2014-10-05,NZDI,0.36
2014-10-05,PED,0
2014-10-05,SMD,0.19
2014-10-05,SMDA,0.41
2014-10-05,SPI,0.83
2014-10-06,NZDI,0.35
2014-10-06,PED,0
2014-10-06,SMD,0.18
2014-10-06,SMDA,0.39
2014-10-06,SPI,0.84
2014-10-07,NZDI,0.37
2014-10-07,PED,0
2014-10-07,SMD,0.2
2014-10-07,SMDA,0.42
2014-10-07,SPI,0.84
2014-10-08,NZDI,0.37
2014-10-08,PED,0.01
2014-10-08,SMD,0.21
2014-10-08,SMDA,0.43
2014-10-08,SPI,0.84
2014-10-09,NZDI,0.37
2014-10-09,PED,0
2014-10-09,SMD,0.2
2014-10-09,SMDA,0.43
2014-10-09,SPI,0.86
2014-10-10,NZDI,0.39
2014-10-10,PED,0
2014-10-10,SMD,0.22
2014-10-10,SMDA,0.46
2014-10-10,SPI,0.87
2014-10-11,NZDI,0.41
2014-10-11,PED,0.03
2014-10-11,SMD,0.23
2014-10-11,SMDA,0.48
2014-10-11,SPI,0.88
2014-10-12,NZDI,0.4
2014-10-12,PED,0.04
2014-10-12,SMD,0.24
2014-10-12,SMDA,0.44
2014-10-12,SPI,0.9
2014-10-13,NZDI,0.45
2014-10-13,PED,0.1
2014-10-13,SMD,0.25
2014-10-13,SMDA,0.53
2014-10-13,SPI,0.92
2014-10-14,NZDI,0.47
2014-10-14,PED,0.1
2014-10-14,SMD,0.26
2014-10-14,SMDA,0.56
2014-10-14,SPI,0.94
2014-10-15,NZDI,0.48
2014-10-15,PED,0.11
2014-10-15,SMD,0.27
2014-10-15,SMDA,0.59
2014-10-15,SPI,0.96
2014-10-16,NZDI,0.5
2014-10-16,PED,0.13
2014-10-16,SMD,0.28
2014-10-16,SMDA,0.61
2014-10-16,SPI,0.98
2014-10-17,NZDI,0.52
2014-10-17,PED,0.13
2014-10-17,SMD,0.3
2014-10-17,SMDA,0.64
2014-10-17,SPI,1
2014-10-18,NZDI,0.53
2014-10-18,PED,0.13
2014-10-18,SMD,0.31
2014-10-18,SMDA,0.66
2014-10-18,SPI,1.01
2014-10-19,NZDI,0.54
2014-10-19,PED,0.13
2014-10-19,SMD,0.33
2014-10-19,SMDA,0.69
2014-10-19,SPI,1.02
2014-10-20,NZDI,0.56
2014-10-20,PED,0.16
2014-10-20,SMD,0.34
2014-10-20,SMDA,0.73
2014-10-20,SPI,1.03
2014-10-21,NZDI,0.59
2014-10-21,PED,0.2
2014-10-21,SMD,0.36
2014-10-21,SMDA,0.78
2014-10-21,SPI,1.03
2014-10-22,NZDI,0.62
2014-10-22,PED,0.23
2014-10-22,SMD,0.38
2014-10-22,SMDA,0.82
2014-10-22,SPI,1.04
2014-10-23,NZDI,0.64
2014-10-23,PED,0.26
2014-10-23,SMD,0.39
2014-10-23,SMDA,0.86
2014-10-23,SPI,1.05
2014-10-24,NZDI,0.65
2014-10-24,PED,0.26
2014-10-24,SMD,0.41
2014-10-24,SMDA,0.88
2014-10-24,SPI,1.05
2014-10-25,NZDI,0.67
2014-10-25,PED,0.29
2014-10-25,SMD,0.43
2014-10-25,SMDA,0.9
2014-10-25,SPI,1.06
2014-10-26,NZDI,0.7
2014-10-26,PED,0.34
2014-10-26,SMD,0.45
2014-10-26,SMDA,0.93
2014-10-26,SPI,1.07
2014-10-27,NZDI,0.72
2014-10-27,PED,0.35
2014-10-27,SMD,0.47
2014-10-27,SMDA,0.97
2014-10-27,SPI,1.08
2014-10-28,NZDI,0.74
2014-10-28,PED,0.37
2014-10-28,SMD,0.49
2014-10-28,SMDA,1.01
2014-10-28,SPI,1.09
2014-10-29,NZDI,0.76
2014-10-29,PED,0.38
2014-10-29,SMD,0.51
2014-10-29,SMDA,1.04
2014-10-29,SPI,1.1
2014-10-30,NZDI,0.78
2014-10-30,PED,0.41
2014-10-30,SMD,0.54
2014-10-30,SMDA,1.07
2014-10-30,SPI,1.11
2014-10-31,NZDI,0.8
2014-10-31,PED,0.41
2014-10-31,SMD,0.56
2014-10-31,SMDA,1.1
2014-10-31,SPI,1.13
2014-11-01,NZDI,0.83
2014-11-01,PED,0.47
2014-11-01,SMD,0.58
2014-11-01,SMDA,1.13
2014-11-01,SPI,1.13
2014-11-02,NZDI,0.86
2014-11-02,PED,0.51
2014-11-02,SMD,0.6
2014-11-02,SMDA,1.17
2014-11-02,SPI,1.15
2014-11-03,NZDI,0.88
2014-11-03,PED,0.55
2014-11-03,SMD,0.62
2014-11-03,SMDA,1.19
2014-11-03,SPI,1.16
2014-11-04,NZDI,0.9
2014-11-04,PED,0.57
2014-11-04,SMD,0.65
2014-11-04,SMDA,1.2
2014-11-04,SPI,1.17
2014-11-05,NZDI,0.91
2014-11-05,PED,0.58
2014-11-05,SMD,0.66
2014-11-05,SMDA,1.21
2014-11-05,SPI,1.18
2014-11-06,NZDI,0.92
2014-11-06,PED,0.61
2014-11-06,SMD,0.68
2014-11-06,SMDA,1.23
2014-11-06,SPI,1.19
2014-11-07,NZDI,0.94
2014-11-07,PED,0.63
2014-11-07,SMD,0.7
2014-11-07,SMDA,1.24
2014-11-07,SPI,1.18
2014-11-08,NZDI,0.96
2014-11-08,PED,0.67
2014-11-08,SMD,0.73
2014-11-08,SMDA,1.25
2014-11-08,SPI,1.18
2014-11-09,NZDI,0.97
2014-11-09,PED,0.72
2014-11-09,SMD,0.75
2014-11-09,SMDA,1.25
2014-11-09,SPI,1.17
2014-11-10,NZDI,0.98
2014-11-10,PED,0.75
2014-11-10,SMD,0.77
2014-11-10,SMDA,1.25
2014-11-10,SPI,1.17
2014-11-11,NZDI,1
2014-11-11,PED,0.78
2014-11-11,SMD,0.79
2014-11-11,SMDA,1.26
2014-11-11,SPI,1.17
2014-11-12,NZDI,1
2014-11-12,PED,0.78
2014-11-12,SMD,0.81
2014-11-12,SMDA,1.23
2014-11-12,SPI,1.16
2014-11-13,NZDI,1
2014-11-13,PED,0.79
2014-11-13,SMD,0.82
2014-11-13,SMDA,1.22
2014-11-13,SPI,1.15
2014-11-14,NZDI,1
2014-11-14,PED,0.82
2014-11-14,SMD,0.83
2014-11-14,SMDA,1.2
2014-11-14,SPI,1.13
2014-11-15,NZDI,1
2014-11-15,PED,0.83
2014-11-15,SMD,0.85
2014-11-15,SMDA,1.19
2014-11-15,SPI,1.12
2014-11-16,NZDI,0.99
2014-11-16,PED,0.82
2014-11-16,SMD,0.86
2014-11-16,SMDA,1.17
2014-11-16,SPI,1.11
2014-11-17,NZDI,0.99
2014-11-17,PED,0.83
2014-11-17,SMD,0.88
2014-11-17,SMDA,1.15
2014-11-17,SPI,1.09
2014-11-18,NZDI,1
2014-11-18,PED,0.89
2014-11-18,SMD,0.9
2014-11-18,SMDA,1.14
2014-11-18,SPI,1.09
2014-11-19,NZDI,1.01
2014-11-19,PED,0.9
2014-11-19,SMD,0.91
2014-11-19,SMDA,1.13
2014-11-19,SPI,1.09
2014-11-20,NZDI,1.01
2014-11-20,PED,0.91
2014-11-20,SMD,0.92
2014-11-20,SMDA,1.11
2014-11-20,SPI,1.09
2014-11-21,NZDI,1.01
2014-11-21,PED,0.94
2014-11-21,SMD,0.94
2014-11-21,SMDA,1.08
2014-11-21,SPI,1.09
2014-11-22,NZDI,1.01
2014-11-22,PED,0.96
2014-11-22,SMD,0.95
2014-11-22,SMDA,1.05
2014-11-22,SPI,1.07
2014-11-23,NZDI,1.01
2014-11-23,PED,0.99
2014-11-23,SMD,0.96
2014-11-23,SMDA,1.02
2014-11-23,SPI,1.07
2014-11-24,NZDI,1.01
2014-11-24,PED,1.02
2014-11-24,SMD,0.97
2014-11-24,SMDA,1
2014-11-24,SPI,1.07
2014-11-25,NZDI,1.01
2014-11-25,PED,1.02
2014-11-25,SMD,0.97
2014-11-25,SMDA,1
2014-11-25,SPI,1.06
2014-11-26,NZDI,1.03
2014-11-26,PED,1.11
2014-11-26,SMD,1
2014-11-26,SMDA,0.96
2014-11-26,SPI,1.05
2014-11-27,NZDI,1.03
2014-11-27,PED,1.15
2014-11-27,SMD,1.01
2014-11-27,SMDA,0.94
2014-11-27,SPI,1.04
2014-11-28,NZDI,1.02
2014-11-28,PED,1.14
2014-11-28,SMD,1.01
2014-11-28,SMDA,0.91
2014-11-28,SPI,1.03
2014-11-29,NZDI,1
2014-11-29,PED,1.15
2014-11-29,SMD,1.01
2014-11-29,SMDA,0.88
2014-11-29,SPI,0.98
2014-11-30,NZDI,0.99
2014-11-30,PED,1.16
2014-11-30,SMD,1.01
2014-11-30,SMDA,0.84
2014-11-30,SPI,0.95
2014-12-01,NZDI,0.97
2014-12-01,PED,1.14
2014-12-01,SMD,0.99
2014-12-01,SMDA,0.83
2014-12-01,SPI,0.92
2014-12-02,NZDI,0.95
2014-12-02,PED,1.13
2014-12-02,SMD,0.99
2014-12-02,SMDA,0.79
2014-12-02,SPI,0.89
2014-12-03,NZDI,0.94
2014-12-03,PED,1.13
2014-12-03,SMD,0.98
2014-12-03,SMDA,0.76
2014-12-03,SPI,0.89
2014-12-04,NZDI,0.93
2014-12-04,PED,1.14
2014-12-04,SMD,0.99
2014-12-04,SMDA,0.73
2014-12-04,SPI,0.87
2014-12-05,NZDI,0.92
2014-12-05,PED,1.15
2014-12-05,SMD,0.99
2014-12-05,SMDA,0.71
2014-12-05,SPI,0.85
2014-12-06,NZDI,0.92
2014-12-06,PED,1.17
